Phage Name,Zipcode,Population Density,County,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H
Arroyo,73020,344.0,Oklahoma County,7.817345557601124,"Stable, normal stage",203.35262557077633,8.364954337899544,0.1656712328767236,35.448056,-97.288889,60.0,16.3,73.0,5.4,62.0,43.0
Artemis2UCLA,91335,11328.0,Los Angeles County,7.817494069662382,Not applicable,229.12865296803653,6.185730593607308,0.13821917808219644,34.2011,-118.5364,42.0,10.0,45.0,3.6,44.0,29.0
Arturo,23901,82.0,Prince Edward County,7.812815625633175,"Stable, normal stage",186.42785388127854,8.925342465753424,0.14276712328764646,37.230244,-78.459618,46.0,11.0,49.0,4.0,48.0,32.0
Asapag,83605,1423.0,Canyon County,7.812301799459862,"Stable, normal stage",190.51598173515976,-0.03184931506849315,0.3120273972602873,43.653597,-116.67687600000001,34.0,8.1,36.0,2.9,36.0,23.0
Asayake,49423,580.0,Ottawa County,7.812475629875706,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.788333,-86.100278,26.0,6.2,28.0,2.2,27.0,18.0
Ashton,33613-4628,,Hillsborough County,7.800155725392424,"Stable, normal stage",215.200799086758,17.88093607305936,0.14720547945206433,28.06,-82.41967,24.0,5.7,25.0,2.1,25.0,16.0
Asriel,29731,,York County,7.797765884754912,"Stable, normal stage",201.33995433789954,10.174429223744294,0.14706849315068365,34.9401,-81.0316,46.0,11.0,49.0,4.0,48.0,32.0
Asten,87703,,San Miguel County,,,227.1466894977169,-1.1984018264840182,0.1692054794520518,35.519565,-105.24846200000002,46.0,11.0,49.0,4.0,48.0,32.0
Astraea,27695,,Wake County,7.790416225444815,"Stable, normal stage",192.6365296803653,10.211415525114155,0.14268493150683312,35.782178,-78.666092,39.0,9.3,42.0,3.4,41.0,27.0
Astro,29415,,Charleston County,7.789899298922398,Not determined,199.05627853881282,15.504337899543383,0.08495890410960122,32.769528,-79.929511,44.0,10.5,47.0,3.8,46.0,30.0
Atcoo,80111,2688.0,Arapahoe County,7.791114194897909,"Stable, normal stage",207.75136986301368,-1.9788470319634728,0.2473972602740384,39.6095,-104.8819,34.0,8.1,36.0,2.9,36.0,23.0
Atiba,39406,6458.0,Forrest County,7.790303559340836,,201.95308219178082,13.743721461187215,0.14252054794521166,31.32903,-89.333516,16.0,3.8,17.0,1.4,16.0,11.0
Atkinbua,84602,,Utah County,7.793974039137366,,194.8086757990868,-0.9799086757990868,0.3022739726027875,40.325994,-111.735727,43.0,10.3,46.0,3.7,45.0,30.0
Atlantean,20009,36495.0,Washington,7.787787479297898,,183.91632420091324,7.457762557077626,0.1584657534246516,38.920212,-77.01897,47.0,11.2,50.0,4.1,49.0,32.0
Atraxa,18353,271.0,Monroe County,7.7955433666325655,Not applicable,168.2942922374429,5.228196347031964,0.2135342465753796,40.9046,-75.3863,38.0,9.1,41.0,3.3,40.0,26.0
Atraxi,,,,,,170.40445205479455,6.060388127853881,0.2274520547944613,42.50025,-70.893889,50.0,12.0,54.0,4.4,53.0,35.0
Attacne,90095,8.0,Los Angeles County,7.786314743670603,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.068582,-118.44128500000001,42.0,10.0,45.0,3.6,44.0,29.0
Attis,15213,14474.0,Allegheny County,7.785952705655186,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443889,-79.957222,35.0,8.4,37.0,3.0,37.0,24.0
Attoomi,78130,645.0,Comal County,7.789434045026313,"Stable, normal stage",210.64280821917808,12.936392694063931,0.13504109589041655,29.711028000000002,-98.133833,27.0,6.4,29.0,2.3,28.0,18.0
Atuin,,,,,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.853056,-92.627778,21.0,5.0,22.0,1.8,22.0,14.0
Aubergine,15213,14474.0,Allegheny County,7.7898103684397695,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447237,-79.953973,35.0,8.4,37.0,3.0,37.0,24.0
Audrey,15213,14474.0,Allegheny County,7.7893508549764965,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.445394,-79.963324,35.0,8.4,37.0,3.0,37.0,24.0
Audrick,20854,1470.0,Montgomery County,7.7819834913944685,,177.09714611872147,7.8215068493150675,0.1544109589040936,39.004360999999996,-77.21325,38.0,9.1,41.0,3.3,40.0,26.0
AugsMagnumOpus,40351,82.0,Rowan County,,,176.41164383561645,7.639041095890411,0.17030136986301242,38.189528,-83.43119399999999,47.0,11.2,50.0,4.1,49.0,32.0
Austintatious,76226,386.0,Denton County,7.781482018652217,"Stable, normal stage",205.98721461187213,10.660844748858446,0.15789041095891834,33.135789,-97.13996999999999,42.0,10.0,45.0,3.6,44.0,29.0
Auxilium,14086,940.0,Erie County,7.7815998378040145,Falling stage,155.4804794520548,4.9589041095890405,0.3080273972603217,42.933820000000004,-78.64562,13.0,3.1,14.0,1.1,13.0,9.0
Ava3,,,Kent County,7.781644576184963,,165.19406392694063,4.544634703196347,0.30394520547947024,42.930440999999995,-85.589264,26.0,6.2,28.0,2.2,27.0,18.0
AvadaKedavra,63435,30.0,Lewis County,7.781642699953348,Rising stage,177.38561643835618,6.229223744292238,0.229260273972632,40.127499,-91.530556,18.0,4.3,19.0,1.5,19.0,12.0
Avani,17325,215.0,Adams County,7.781304919893259,"Stable, normal stage",171.3845890410959,6.428196347031964,0.21909589041099947,39.834,-77.235659,41.0,9.8,44.0,3.6,43.0,28.0
AvatarAhPeg,02912,31555.0,,7.780538203523767,Not determined,169.83527397260275,6.191438356164384,0.20150684931503712,41.825683000000005,-71.403061,50.0,12.0,54.0,4.4,53.0,35.0
Avazak,72830,113.0,Johnson County,7.779638762682993,"Stable, normal stage",191.75468036529682,9.987671232876714,0.16095890410960656,35.479444,-93.468889,46.0,11.0,49.0,4.0,48.0,32.0
Avle17,01507,308.0,Worcester County,7.7794347696415045,Rising stage,169.91130136986303,4.956929223744291,0.21254794520548773,42.120573,-71.98548000000001,46.0,11.0,49.0,4.0,48.0,32.0
Avocado,15601,690.0,Westmoreland County,7.7791899699204015,"Stable, normal stage",166.3529680365297,6.08299086757991,0.26558904109594,40.308,-79.556,36.0,8.6,38.0,3.1,38.0,25.0
Avocadoman,,,,,,160.95582191780818,2.773744292237444,0.4035616438355933,44.668056,-70.148611,21.0,5.0,22.0,1.8,22.0,14.0
Avrafan,11217,47796.0,Kings County,7.775790216111361,,174.33824200913241,7.4506849315068475,0.15589041095890907,40.682646999999996,-73.981224,35.0,8.4,37.0,3.0,37.0,24.0
Awesomesauce,02912,31555.0,,7.77555602868509,Falling stage,169.83527397260275,6.191438356164384,0.20150684931503712,41.824593,-71.40338,50.0,12.0,54.0,4.4,53.0,35.0
AxiPup,99164,,Whitman County,,,165.71141552511415,2.0019634703196267,0.29616438356166785,46.730990000000006,-117.15390900000001,17.0,4.0,18.0,1.4,18.0,11.0
Axym,83605,1423.0,Canyon County,7.775401135465077,"Stable, normal stage",190.51598173515976,-0.03184931506849315,0.3120273972602873,43.652875,-116.67702299999999,34.0,8.1,36.0,2.9,36.0,23.0
Azathoth,19118,3075.0,Philadelphia County,7.774479686270082,Not applicable,177.51518264840183,6.8054794520547945,0.2167945205479716,40.086221,-75.229467,55.0,14.0,63.0,4.9,57.0,39.0
Aziz,99258,,Spokane County,7.7742408967447485,Not applicable,160.9194063926941,1.7452054794520548,0.29493150684927943,47.667415999999996,-117.401525,13.0,3.1,14.0,1.1,13.0,9.0
Azizam,01060,1400.0,Hampshire County,7.774231284475246,Falling stage,164.99885844748854,4.5856164383561655,0.2681643835616319,42.31842,-72.639588,38.0,9.1,41.0,3.3,40.0,26.0
Azula,,,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4504,-79.95100000000001,35.0,8.4,37.0,3.0,37.0,24.0
BAKA,28307,1507.0,,7.771461738157841,,190.8197488584475,11.285776255707752,0.1527671232876856,35.139283,-78.999624,53.0,13.0,59.0,4.7,55.0,37.0
BBQValindra,,,,,,158.55593607305937,3.4551369863013703,0.3524383561643947,44.897154,-68.66877099999999,25.0,6.0,27.0,2.2,26.0,17.0
BEEST,63130,5973.0,Saint Louis County,7.777286316453183,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.650249,-90.316691,40.0,9.6,43.0,3.5,42.0,28.0
BENtherdunthat,15213,14474.0,Allegheny County,7.7760690530895715,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442283,-79.954758,35.0,8.4,37.0,3.0,37.0,24.0
BGlluviae,42104,528.0,Warren County,,,181.31529680365296,9.667157534246572,0.16150684931508502,36.956944,-86.463889,44.0,10.5,47.0,3.8,46.0,30.0
BPBiebs31,08098,161.0,Salem County,7.7609263206885295,,180.6791095890411,7.864726027397261,0.21142465753428646,39.688386,-75.319294,45.0,10.8,48.0,3.9,47.0,31.0
BPs,15260,,Allegheny County,7.759833335277246,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444259,-79.953213,35.0,8.4,37.0,3.0,37.0,24.0
BQuat,63105,6647.0,Saint Louis County,7.761519123237418,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.645638,-90.311388,38.0,9.1,41.0,3.3,40.0,26.0
BRock,22812,207.0,Rockingham County,7.766493141502073,"Stable, normal stage",182.06187214611873,6.130707762557077,0.1832328767123484,38.379099,-78.965025,23.0,5.5,24.0,2.0,24.0,16.0
BabeRuth,68362,9.0,Thayer County,7.774256149570185,,186.52317351598168,5.311404109589044,0.2376164383561961,40.1523,-97.406,21.0,5.0,22.0,1.8,22.0,14.0
Babsiella,11217,47796.0,Kings County,7.771440788375674,,174.33824200913241,7.4506849315068475,0.15589041095890907,40.683558000000005,-73.979038,35.0,8.4,37.0,3.0,37.0,24.0
Baby16,63435,30.0,Lewis County,7.7714433581580735,Falling stage,177.38561643835618,6.229223744292238,0.229260273972632,40.129,-91.52799999999999,18.0,4.3,19.0,1.5,19.0,12.0
BabyGotBac,76203,,Denton County,7.772673720612353,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.207,-97.152,42.0,10.0,45.0,3.6,44.0,29.0
Bachome,77004,5660.0,Harris County,7.777644906201941,Not determined,200.11141552511413,16.157420091324198,0.15780821917809426,29.723452,-95.344122,24.0,5.7,25.0,2.1,25.0,16.0
BackyardAgain,,,,,,181.9478310502283,6.468904109589047,0.16276712328767706,37.380169,-80.079468,46.0,11.0,49.0,4.0,48.0,32.0
Backyardigan,,,Larue County,7.7777059924294365,,182.35810502283104,8.613926940639269,0.20043835616441588,37.503741,-85.575411,45.0,10.8,48.0,3.9,47.0,31.0
BaconJack,15774,56.0,Indiana County,7.777609696958272,"Stable, normal stage",163.88995433789958,5.729337899543379,0.2919178082192294,40.686389,-79.2825,37.0,8.8,39.0,3.2,39.0,25.0
Bactobuster,27265,1114.0,Guilford County,7.7755590066909885,"Stable, normal stage",189.53607305936075,9.023972602739725,0.1546301369862992,36.046939,-80.01847,49.0,11.7,52.0,4.3,51.0,34.0
BadAgartude,53140,3473.0,Kenosha County,7.7755590066909885,Not applicable,166.74212328767123,4.8859589041095886,0.2167945205478883,42.619617,-87.821333,35.0,8.4,37.0,3.0,37.0,24.0
BadStone,02906,8758.0,,7.774486029149563,"Stable, normal stage",168.94269406392695,5.956621004566211,0.19975342465749435,41.832034,-71.38011999999999,38.0,9.1,41.0,3.3,40.0,26.0
Badfish,15213-4026,,Allegheny County,7.775178303179691,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440355,-79.94845699999999,35.0,8.4,37.0,3.0,37.0,24.0
Badger,42101,197.0,Warren County,7.775172720390008,,181.31529680365296,9.667157534246572,0.16150684931508502,36.988611,-86.44833299999999,44.0,10.5,47.0,3.8,46.0,30.0
Baee,15260,,Allegheny County,7.774039383708835,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4417,-79.9512,35.0,8.4,37.0,3.0,37.0,24.0
Baehexic,42206,46.0,Logan County,7.774050807601387,,184.6667808219178,9.47050228310502,0.1578904109589131,36.84275,-86.778139,34.0,8.1,36.0,2.9,36.0,23.0
BaghaKamala,,,和静县,,,164.75331050228309,5.073059360730594,0.3201917808219325,42.500833,-85.810167,29.0,6.9,31.0,2.5,30.0,20.0
Baines,15260,,Allegheny County,7.773943816786303,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442858,-79.953061,35.0,8.4,37.0,3.0,37.0,24.0
Bakery,15260,,Allegheny County,7.771301576644226,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4426,-79.9542,35.0,8.4,37.0,3.0,37.0,24.0
Baloo,15213,14474.0,Allegheny County,7.770865812901323,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446882,-79.95492,35.0,8.4,37.0,3.0,37.0,24.0
Balsa,15213-4026,,Allegheny County,7.770709099500913,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4375,-79.9465,35.0,8.4,37.0,3.0,37.0,24.0
BananaFence,,,日土县,,,198.38002283105027,14.533904109589045,0.1163835616438468,33.618118,-78.979935,44.0,10.5,47.0,3.8,46.0,30.0
Bananafish,20009,36495.0,Washington,7.767459036202612,,183.91632420091324,7.457762557077626,0.1584657534246516,38.9227,-77.0208,47.0,11.2,50.0,4.1,49.0,32.0
Bandik,15213,14474.0,Allegheny County,7.767366169148578,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446090000000005,-79.957193,35.0,8.4,37.0,3.0,37.0,24.0
Bangla1971,11367,17252.0,Queens County,7.768504778044688,,,,,,,,,,,,
Banjo,18015,1546.0,Northampton County,7.768423250493507,Not applicable,170.40079908675796,6.190639269406392,0.17032876712327946,40.606541,-75.375524,42.0,10.0,45.0,3.6,44.0,29.0
Banquo,29425,,Charleston County,7.768227518299493,,199.05627853881282,15.504337899543383,0.08495890410960122,32.782917,-79.945389,44.0,10.5,47.0,3.8,46.0,30.0
Bantam,54016,442.0,Saint Croix County,7.7702389879554525,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.979116999999995,-92.759906,21.0,5.0,22.0,1.8,22.0,14.0
Barb,,,Kent County,7.770260279371759,,165.19406392694063,4.544634703196347,0.30394520547947024,42.929521,-85.588675,26.0,6.2,28.0,2.2,27.0,18.0
Barco,15219,7277.0,Allegheny County,7.770169218373253,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447778,-79.959722,35.0,8.4,37.0,3.0,37.0,24.0
Barnyard,15650,381.0,Westmoreland County,7.7698659806640435,,164.86369863013698,5.48310502283105,0.28589041095895834,40.277643,-79.37729399999999,36.0,8.6,38.0,3.1,38.0,25.0
BarrelRoll,42503,177.0,Pulaski County,7.7684983460678225,,178.57602739726028,8.539383561643836,0.1915342465753782,37.121433,-84.586883,47.0,11.2,50.0,4.1,49.0,32.0
BarretLemon,54729,189.0,Chippewa County,7.768062015125103,Not applicable,162.97454337899543,1.7871004566210045,0.3386027397260692,44.938522,-91.388147,29.0,6.9,31.0,2.5,30.0,20.0
Barsten,44104:44127,,Cuyahoga County,7.768082747458657,Falling stage,164.16198630136986,6.022602739726027,0.3116712328767592,41.477357,-81.626524,34.0,8.1,36.0,2.9,36.0,23.0
Bartholomew,53140,3473.0,Kenosha County,7.768082747458657,,166.74212328767123,4.8859589041095886,0.2167945205478883,42.619444,-87.821389,35.0,8.4,37.0,3.0,37.0,24.0
Bartimeaus,42533,547.0,Pulaski County,7.767359385394857,Not determined,177.41780821917808,8.226027397260275,0.19084931506852865,37.05658,-84.616182,47.0,11.2,50.0,4.1,49.0,32.0
Basquiat,20009,36495.0,Washington,7.769464634735159,,183.91632420091324,7.457762557077626,0.1584657534246516,38.921667,-77.01916700000001,47.0,11.2,50.0,4.1,49.0,32.0
BatStarr,15213,14474.0,Allegheny County,7.767215058222296,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440006,-79.95739300000001,35.0,8.4,37.0,3.0,37.0,24.0
Batiatus,23322,401.0,,7.767447486284603,,186.08162100456627,11.095091324200911,0.14515068493150704,36.7021,-76.260389,57.0,14.9,67.0,5.1,59.0,40.0
BatteryCK,10280,56710.0,New York County,7.763302667736344,,167.94634703196346,7.480022831050229,0.07775342465751928,40.704831,-74.017844,35.0,8.4,37.0,3.0,37.0,24.0
Battuta,,,,,,208.7019406392694,10.796575342465754,0.15654794520549356,33.12311,-97.08537,42.0,10.0,45.0,3.6,44.0,29.0
BaxterFox,15213,14474.0,Allegheny County,7.767539688625902,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443896,-79.955399,35.0,8.4,37.0,3.0,37.0,24.0
BayC,76244,3514.0,Tarrant County,7.770884335531067,"Stable, normal stage",213.0552511415525,10.571849315068476,0.1802465753424972,32.9262,-97.2908,42.0,10.0,45.0,3.6,44.0,29.0
Beagle,15213,14474.0,Allegheny County,7.770763460983792,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4467,-79.9545,35.0,8.4,37.0,3.0,37.0,24.0
Beaglebox,16025,105.0,Butler County,7.7705896754658115,"Stable, normal stage",163.91312785388132,5.413698630136985,0.2992328767123709,40.962778,-79.715278,37.0,8.8,39.0,3.2,39.0,25.0
BeanWater,90095,8.0,Los Angeles County,7.770975203644547,Not applicable,231.3809360730594,7.317465753424657,0.10972602739727212,34.075,-118.44,42.0,10.0,45.0,3.6,44.0,29.0
Beans,54022,159.0,Pierce County,7.7708513546986175,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.858915,-92.626856,21.0,5.0,22.0,1.8,22.0,14.0
BeardedLady,87248,,Tarrant County,7.771751623482883,"Stable, normal stage",209.1489726027397,10.655353881278524,0.17553424657537312,32.954162,-97.285655,42.0,10.0,45.0,3.6,44.0,29.0
BeatusComedenti,94022,1058.0,Santa Clara County,7.780617445569397,,216.7412100456621,8.553881278538812,0.11928767123287826,37.375,-122.14,18.0,4.3,19.0,1.5,19.0,12.0
Beauxregard13,24063,,Montgomery County,7.779666492317477,,184.8769406392694,6.178196347031964,0.17249315068494767,37.217019,-80.40104000000001,46.0,11.0,49.0,4.0,48.0,32.0
Beaver,,,Clark County,,,190.60833333333332,12.06769406392694,0.12728767123286516,34.1762,-93.0983,29.0,6.9,31.0,2.5,30.0,20.0
Beckerton,,,,,,166.8412100456621,5.32468036529679,0.2966849315068809,42.786640999999996,-86.101526,26.0,6.2,28.0,2.2,27.0,18.0
BeeBee8,,,Armstrong County,7.77969819064775,"Stable, normal stage",162.51050228310498,5.823630136986301,0.29334246575347545,40.782933,-79.687821,37.0,8.8,39.0,3.2,39.0,25.0
BeeGee,71923,40.0,Clark County,,,193.1207762557077,12.091095890410955,0.1545753424657545,34.1251,-93.0536,29.0,6.9,31.0,2.5,30.0,20.0
Beelzebub,68516,2046.0,Lancaster County,7.784000746830546,"Stable, normal stage",183.0037671232877,5.170890410958903,0.278547945205531,40.762890000000006,-96.62133,21.0,5.0,22.0,1.8,22.0,14.0
Beemo,34986,1197.0,St. Lucie County,7.782816224715883,"Stable, normal stage",217.6731735159817,19.22168949771689,0.16136986301370998,27.328044000000002,-80.3998,18.0,4.3,19.0,1.5,19.0,12.0
Beenie,15213,14474.0,Allegheny County,7.782684743661608,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.441353,-79.958187,35.0,8.4,37.0,3.0,37.0,24.0
BeesKnees,10960,3599.0,Rockland County,7.777086361970383,,168.32260273972602,6.337157534246575,0.2069863013698425,41.081909,-73.927521,23.0,5.5,24.0,2.0,24.0,16.0
Beethoven,01080,1351.0,Hampshire County,7.7770834645990705,Not applicable,166.43082191780826,4.856232876712335,0.2400000000000317,42.198,-72.3824,50.0,12.0,54.0,4.4,53.0,35.0
Beezoo,42103,267.0,Warren County,7.798927784755121,,180.650799086758,9.865273972602736,0.163890410958919,36.93262,-86.40674,44.0,10.5,47.0,3.8,46.0,30.0
Begonia,15213-4026,,Allegheny County,7.776964748283804,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440464,-79.955696,35.0,8.4,37.0,3.0,37.0,24.0
Belenaria,02134-1433,,Suffolk County,7.7763440591653055,"Stable, normal stage",168.22591324200909,6.145433789954338,0.20876712328761304,42.347015,-71.134265,42.0,10.0,45.0,3.6,44.0,29.0
Belfort,,,,,,181.73047945205482,7.855136986301369,0.16241095890411614,38.633921,-90.286229,38.0,9.1,41.0,3.3,40.0,26.0
Bella96,48837,238.0,Eaton County,7.776385182827902,,165.64691780821911,4.3665525114155255,0.33408219178083337,42.711110999999995,-84.777778,29.0,6.9,31.0,2.5,30.0,20.0
Belladonna,42101,197.0,Warren County,7.792048508828398,,181.31529680365296,9.667157534246572,0.16150684931508502,36.986944,-86.454444,44.0,10.5,47.0,3.8,46.0,30.0
